Record_ID,Place,Zone,Police_Station,Crime_Type,Severity,Victim_Gender,Victim_Age_Group,Time_of_Crime,Day_of_Week,Month,Year,Weapon_Used,Number_of_Accused,Reported_Within_24h,Case_Status,Additional_Details,Data_Source
NGP-SYN-0282,Ramdaspeth,Zone II,Ramdaspeth,Cyber Fraud,Medium,Male,18-25,Morning (7-11 AM),Wednesday,February,2025,Blunt Object,2,Yes,Chargesheet Filed,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0283,Mangalwari,Zone III,Mangalwari,Theft,Low,Male,26-35,Afternoon (11 AM-3 PM),Friday,September,2025,None,1,No,Absconding Accused,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0284,Nandanvan,Zone IV,Nandanvan,Fatal Road Accident (Rash Driving),High,Not Specified,36-45,Afternoon (11 AM-3 PM),Monday,May,2023,Firearm,2,Yes,Under Trial,Complaint filed at nearest police chowki; case under review.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0285,MIDC,Zone I,MIDC,Burglary,Medium,Not Specified,18-25,Afternoon (11 AM-3 PM),Monday,June,2023,None/Physical Force,3,Yes,Under Trial,Case reported to local police station; investigation ongoing.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0286,Mangalwari,Zone III,Mangalwari,Chain Snatching,Medium,Female,26-35,Late Night (11 PM-4 AM),Sunday,July,2026,Blunt Object,3,Yes,FIR Registered - Under Investigation,Complaint filed at nearest police chowki; case under review.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0287,Besa,Zone V,Besa,Chain Snatching,Medium,Female,36-45,Late Night (11 PM-4 AM),Saturday,June,2024,Blunt Object,3,No,FIR Registered - Under Investigation,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0288,Friends Colony,Zone IV,Friends Colony,Cyber Fraud,Medium,Female,36-45,Late Night (11 PM-4 AM),Sunday,June,2025,None/Physical Force,3,Yes,FIR Registered - Under Investigation,Complaint filed at nearest police chowki; case under review.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0289,Giripeth,Zone II,Giripeth,House Break-in,Medium,Female,36-45,Night (7-11 PM),Monday,May,2025,Blunt Object,3,Yes,FIR Registered - Under Investigation,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0290,Dharampeth,Zone II,Dharampeth,Grievous Hurt,High,Female,36-45,Late Night (11 PM-4 AM),Saturday,September,2026,Vehicle,Unknown,Yes,FIR Registered - Under Investigation,CCTV footage under review as part of investigation.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0291,Itwari,Zone III,Itwari,Illegal Liquor Trade,Low,Male,26-35,Afternoon (11 AM-3 PM),Saturday,November,2025,None,3,Yes,Under Trial,Case reported to local police station; investigation ongoing.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0292,Tehsil,Zone VI (Gandhibagh),Tehsil,Illegal Liquor Trade,Low,Female,Under 18,Evening (3-7 PM),Sunday,July,2026,None,2,Yes,Case Closed - Acquitted,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0293,Subhash Nagar,Zone I,Subhash Nagar,Theft,Low,Female,18-25,Evening (3-7 PM),Thursday,June,2024,None,1,Yes,Chargesheet Filed,Case linked to a series of similar incidents in the area.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0294,Bajeria,Zone III,Bajeria,Burglary,Medium,Female,26-35,Evening (3-7 PM),Thursday,January,2025,Blunt Object,1,No,FIR Registered - Under Investigation,Case linked to a series of similar incidents in the area.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0295,Ramdaspeth,Zone II,Ramdaspeth,Burglary,Medium,Male,46-60,Afternoon (11 AM-3 PM),Sunday,September,2024,None,4,Yes,Chargesheet Filed,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0296,Pardi,Zone V,Pardi,Chain Snatching,Medium,Female,18-25,Late Night (11 PM-4 AM),Saturday,May,2026,Blunt Object,Unknown,Yes,Chargesheet Filed,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0297,Ashok Nagar,Other,Ashok Nagar,Domestic Violence / Cruelty by Relatives,Medium,Female,46-60,Late Night (11 PM-4 AM),Wednesday,August,2025,None,2,Yes,FIR Registered - Under Investigation,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0298,Friends Colony,Zone IV,Friends Colony,Assault,Medium,Male,26-35,Late Night (11 PM-4 AM),Monday,November,2023,Knife/Sharp Weapon,1,Yes,Under Trial,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0299,Ravi Nagar,Zone II,Ravi Nagar,Cyber Fraud,Medium,Not Specified,Under 18,Late Night (11 PM-4 AM),Tuesday,May,2023,Knife/Sharp Weapon,2,Yes,Chargesheet Filed,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0300,Hudkeshwar,Zone IV,Hudkeshwar,Theft,Low,Not Specified,18-25,Night (7-11 PM),Friday,July,2025,None,3,Yes,FIR Registered - Under Investigation,Complaint filed at nearest police chowki; case under review.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0301,Manish Nagar,Zone IV,Manish Nagar,Grievous Hurt,High,Female,18-25,Night (7-11 PM),Sunday,January,2025,Knife/Sharp Weapon,1,Yes,Under Trial,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0302,Hingna,Zone I,Hingna,Cyber Fraud,Medium,Male,18-25,Night (7-11 PM),Sunday,July,2025,Knife/Sharp Weapon,1,No,Absconding Accused,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0303,Hudkeshwar,Zone IV,Hudkeshwar,Burglary,Medium,Not Specified,26-35,Evening (3-7 PM),Thursday,June,2024,None/Physical Force,1,No,Under Trial,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0304,Kapil Nagar,Zone V,Kapil Nagar,Mobile Phone Snatching,Low,Female,36-45,Late Night (11 PM-4 AM),Thursday,September,2024,None,2,Yes,FIR Registered - Under Investigation,CCTV footage under review as part of investigation.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0305,Gaddi Godam,Zone III,Gaddi Godam,Eve Teasing / Harassment,Low,Female,26-35,Night (7-11 PM),Sunday,August,2023,None,4,Yes,Under Trial,Case reported to local police station; investigation ongoing.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0306,Mangalwari,Zone III,Mangalwari,Fraud,Medium,Male,46-60,Late Night (11 PM-4 AM),Sunday,July,2025,None/Physical Force,Unknown,No,Under Trial,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0307,Ravi Nagar,Zone II,Ravi Nagar,Chain Snatching,Medium,Female,26-35,Late Night (11 PM-4 AM),Wednesday,June,2025,Knife/Sharp Weapon,4,Yes,Chargesheet Filed,Case linked to a series of similar incidents in the area.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0308,Jaripatka,Zone V,Jaripatka,Fraud,Medium,Male,26-35,Morning (7-11 AM),Sunday,January,2023,None/Physical Force,2,Yes,Absconding Accused,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0309,Khapri,Zone V,Khapri,Motor Vehicle Theft,Medium,Male,36-45,Morning (7-11 AM),Saturday,January,2026,Blunt Object,1,No,Case Closed - Convicted,Case linked to a series of similar incidents in the area.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0310,Kotwali,Zone VI (Gandhibagh),Kotwali,Burglary,Medium,Not Specified,36-45,Late Night (11 PM-4 AM),Monday,May,2026,Knife/Sharp Weapon,Unknown,Yes,Case Closed - Convicted,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0311,Sitabuldi,Zone III,Sitabuldi,Illegal Liquor Trade,Low,Not Specified,46-60,Morning (7-11 AM),Thursday,March,2025,None,Unknown,Yes,FIR Registered - Under Investigation,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0312,Pardi,Zone V,Pardi,Robbery,High,Male,26-35,Night (7-11 PM),Wednesday,June,2025,None/Physical Force,1,Yes,FIR Registered - Under Investigation,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0313,Ramdaspeth,Zone II,Ramdaspeth,Illegal Liquor Trade,Low,Not Specified,Under 18,Night (7-11 PM),Wednesday,July,2025,None,1,No,FIR Registered - Under Investigation,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0314,Trimurti Nagar,Zone I,Trimurti Nagar,Theft,Low,Female,26-35,Night (7-11 PM),Sunday,January,2026,None,1,No,Case Closed - Acquitted,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0315,Subhash Nagar,Zone I,Subhash Nagar,Cybercrime (OTP/Loan App Fraud),Medium,Not Specified,26-35,Morning (7-11 AM),Thursday,February,2025,None,1,Yes,FIR Registered - Under Investigation,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0316,Pardi,Zone V,Pardi,Domestic Violence / Cruelty by Relatives,Medium,Female,46-60,Late Night (11 PM-4 AM),Sunday,December,2024,Blunt Object,Unknown,No,Under Trial,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0317,Mahal,Zone VI (Gandhibagh),Mahal,Fatal Road Accident (Rash Driving),High,Male,26-35,Evening (3-7 PM),Friday,March,2024,Vehicle,1,Yes,FIR Registered - Under Investigation,CCTV footage under review as part of investigation.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0318,Lakadganj,Zone VI (Gandhibagh),Lakadganj,Theft,Low,Female,Under 18,Evening (3-7 PM),Wednesday,March,2024,None,2,No,Under Trial,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0319,Mangalwari,Zone III,Mangalwari,Theft,Low,Female,60+,Late Night (11 PM-4 AM),Tuesday,July,2024,None,1,Yes,Case Closed - Convicted,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0320,Imambada,Zone VI (Gandhibagh),Imambada,Illegal Weapons Possession,Medium,Male,36-45,Evening (3-7 PM),Tuesday,July,2026,None,1,Yes,FIR Registered - Under Investigation,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0321,Ajni,Zone IV,Ajni,Robbery,High,Male,60+,Late Night (11 PM-4 AM),Friday,October,2023,Firearm,1,No,Chargesheet Filed,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0322,Manish Nagar,Zone IV,Manish Nagar,Fraud,Medium,Male,18-25,Early Morning (4-7 AM),Tuesday,October,2023,Knife/Sharp Weapon,2,Yes,Chargesheet Filed,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0323,Ganeshpeth,Zone VI (Gandhibagh),Ganeshpeth,Fatal Road Accident (Rash Driving),High,Male,36-45,Night (7-11 PM),Tuesday,December,2025,None/Physical Force,2,Yes,FIR Registered - Under Investigation,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0324,Sadar,Zone II,Sadar,Cyber Fraud,Medium,Female,Under 18,Night (7-11 PM),Thursday,January,2026,Blunt Object,4,No,Under Trial,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0325,Mahal,Zone VI (Gandhibagh),Mahal,Assault,Medium,Male,60+,Morning (7-11 AM),Tuesday,April,2023,None/Physical Force,Unknown,Yes,FIR Registered - Under Investigation,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0326,Beltarodi,Zone IV,Beltarodi,Assault,Medium,Male,Under 18,Morning (7-11 AM),Tuesday,February,2026,None/Physical Force,1,No,Under Trial,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0327,Kalyan Nagar,Zone I,Kalyan Nagar,Cyber Fraud,Medium,Female,Under 18,Late Night (11 PM-4 AM),Friday,September,2026,None/Physical Force,3,Yes,Case Closed - Convicted,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0328,Mahal,Zone VI (Gandhibagh),Mahal,Fraud,Medium,Not Specified,26-35,Night (7-11 PM),Sunday,March,2024,None/Physical Force,2,No,Case Closed - Convicted,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0329,Sakkardara,Zone VI (Gandhibagh),Sakkardara,Theft,Low,Female,36-45,Late Night (11 PM-4 AM),Monday,February,2024,None,Unknown,Yes,Case Closed - Convicted,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0330,Sonegaon,Zone I,Sonegaon,Cybercrime (OTP/Loan App Fraud),Medium,Male,36-45,Afternoon (11 AM-3 PM),Sunday,June,2025,Blunt Object,1,Yes,Chargesheet Filed,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0331,Sakkardara,Zone VI (Gandhibagh),Sakkardara,Theft,Low,Not Specified,60+,Evening (3-7 PM),Monday,February,2025,None,3,Yes,Absconding Accused,Case linked to a series of similar incidents in the area.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0332,Giripeth,Zone II,Giripeth,Grievous Hurt,High,Female,Under 18,Late Night (11 PM-4 AM),Tuesday,December,2024,Vehicle,4,No,Case Pending,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0333,Ajni,Zone IV,Ajni,Theft,Low,Male,60+,Evening (3-7 PM),Wednesday,June,2026,None,1,Yes,Under Trial,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0334,Shraddhanand Peth,Zone II,Shraddhanand Peth,Theft,Low,Female,18-25,Late Night (11 PM-4 AM),Tuesday,September,2026,None,4,Yes,Absconding Accused,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0335,Mangalwari,Zone III,Mangalwari,Motor Vehicle Theft,Medium,Male,60+,Night (7-11 PM),Friday,November,2023,Blunt Object,1,No,FIR Registered - Under Investigation,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0336,Pachpaoli,Zone VI (Gandhibagh),Pachpaoli,Fatal Road Accident (Rash Driving),High,Male,36-45,Afternoon (11 AM-3 PM),Tuesday,February,2024,Firearm,2,Yes,Under Trial,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0337,Imambada,Zone VI (Gandhibagh),Imambada,Molestation,High,Female,18-25,Afternoon (11 AM-3 PM),Wednesday,November,2026,Firearm,2,No,FIR Registered - Under Investigation,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
